ID,rating
5001,0.455362262139
5002,0.655268434461
5003,0.170004705265
5004,0.415340599812
5005,0.892476274274
5006,0.732432387138
5007,0.655080138901
5008,0.457318221433
5009,0.935647174663
5010,0.665359949946
5011,0.815644786946
5012,0.181631017722
5013,0.725514575353
5014,0.456079403632
5015,0.869286025235
5016,0.529771113179
5017,0.905994919731
5018,0.69112242932
5019,0.45405909239
5020,0.814461899406
5021,0.661615570878
5022,0.567986769382
5023,0.677957324083
5024,0.890078935523
5025,0.242240242962
5026,0.676932478393
5027,0.651562067266
5028,0.819060879483
5029,0.795585282349
5030,0.636233693803
5031,0.678752242644
5032,0.724147935596
5033,0.490712843247
5034,0.653090451871
5035,0.659751567913
5036,0.738368056248
5037,0.529106095612
5038,0.69675076059
5039,0.195611547581
5040,0.418757768127
5041,0.840782031426
5042,0.295272283135
5043,0.853684682411
5044,0.910809989474
5045,0.420908949742
5046,0.429562477064
5047,0.790557646903
5048,0.792622755111
5049,0.749534963337
5050,0.712338990822
5051,0.906206635131
5052,0.176264160306
5053,0.500397167894
5054,0.355557310796
5055,0.39711757243
5056,0.56872434901
5057,0.481085883567
5058,0.512955686305
5059,0.804994942709
5060,0.956648676477
5061,0.791999346852
5062,0.941507151945
5063,0.719137119895
5064,0.655217850934
5065,0.736254861256
5066,0.615271713811
5067,0.847093211433
5068,0.701804632026
5069,0.826819203026
5070,0.511932737213
5071,0.756892526666
5072,0.209850980732
5073,0.771643225812
5074,0.198504258509
5075,0.677865883303
5076,0.572848923209
5077,0.670503026964
5078,0.613365598825
5079,0.526986668418
5080,0.709856703521
5081,0.838695418961
5082,0.249744146958
5083,0.516978136443
5084,0.592240248447
5085,0.934601588348
5086,0.92672897959
5087,0.903659891243
5088,0.100177031585
5089,0.548236321604
5090,0.341073820932
5091,0.851221084573
5092,0.818586577209
5093,0.724497988217
5094,0.537693559787
5095,0.34279818414
5096,0.792945592772
5097,0.934953362906
5098,0.664318933908
5099,0.452128500636
5100,0.656963893572
5101,0.687827977053
5102,0.398038824817
5103,0.902057280002
5104,0.624020963354
5105,0.89422187432
5106,0.807966592433
5107,0.234192104729
5108,0.167501944612
5109,0.865993408399
5110,0.582092577317
5111,0.85078286998
5112,0.656827871997
5113,0.84233187643
5114,0.758796734666
5115,0.962263849083
5116,0.636057077034
5117,0.0937844981305
5118,0.607258379201
5119,0.720825741728
5120,0.398046982572
5121,0.696944968739
5122,0.44806945048
5123,0.825526469987
5124,0.693100849909
5125,0.539748535476
5126,0.672963965507
5127,0.273123310389
5128,0.475733927272
5129,0.334605052482
5130,0.534779847276
5131,0.354452983987
5132,0.780846907634
5133,0.946641440324
5134,0.24238230908
5135,0.693055209706
5136,0.953753459001
5137,0.774525955856
5138,0.706898424214
5139,0.51498590166
5140,0.440154993193
5141,0.769714342844
5142,0.663325132155
5143,0.0612556333049
5144,0.340910539414
5145,0.432704996034
5146,0.899296115752
5147,0.198035136613
5148,0.461478946338
5149,0.677924663159
5150,0.599053958421
5151,0.730764403929
5152,0.473493743689
5153,0.779723646303
5154,0.507300586842
5155,0.681055288302
5156,0.581684776498
5157,0.566968079516
5158,0.867220658834
5159,0.37203819222
5160,0.775993549407
5161,0.683504219914
5162,0.81515874308
5163,0.866200503172
5164,0.220149430119
5165,0.358511129321
5166,0.780830280269
5167,0.446806245747
5168,0.71762805783
5169,0.715461799829
5170,0.501013037449
5171,0.867231138234
5172,0.94003739739
5173,0.744024819264
5174,0.684558674022
5175,0.861080696924
5176,0.907581284724
5177,0.86627736871
5178,0.560086168498
5179,0.296300696395
5180,0.685726403349
5181,0.882719683774
5182,0.619863243046
5183,0.701603703248
5184,0.306487851577
5185,0.262791486788
5186,0.597096970695
5187,0.0784186641503
5188,0.735314343692
5189,0.478336020857
5190,0.507004754719
